dataset,n_subjects,n_records,n_tasks,modality of exp,type of exp,Type Subject,duration_hours_total,size,size_bytes,source,dataset_title,record_modality,nchans_set,sampling_freqs,license,doi
ds004635,0,0,0,,Unknown,Unknown,0,Unknown,27971375388.0,openneuro,Gaffrey Lab Infant Microstates Reliability,eeg,"[{""val"": 129, ""count"": 48}]","[{""val"": 1000.0, ""count"": 47}, {""val"": null, ""count"": 1}]",CC0,doi:10.18112/openneuro.ds004635.v3.1.0
ds004642,0,0,0,,Unknown,Unknown,0,Unknown,1292805561.0,openneuro,Intraoperative recordings of medianus stimulation with low and high impedance ECoG,ieeg,"[{""val"": 8, ""count"": 7}, {""val"": 9, ""count"": 2}, {""val"": 10, ""count"": 1}]","[{""val"": 20000.0, ""count"": 10}]",CC0,doi:10.18112/openneuro.ds004642.v1.0.1
ds004657,0,0,0,,Unknown,Unknown,0,Unknown,46237302253.0,openneuro,Driving with Autonomous Aids,eeg,"[{""val"": 74, ""count"": 119}]","[{""val"": 1024.0, ""count"": 111}, {""val"": 8192.0, ""count"": 8}]",CC0,doi:10.18112/openneuro.ds004657.v1.0.3
ds004660,0,0,0,,Unknown,Unknown,0,Unknown,7782408262.0,openneuro,TNO,eeg,"[{""val"": 38, ""count"": 42}]","[{""val"": 512.0, ""count"": 41}, {""val"": 2048.0, ""count"": 1}]",CC0,doi:10.18112/openneuro.ds004660.v1.0.2
ds004661,0,0,0,,Unknown,Unknown,0,Unknown,1505576944.0,openneuro,ANDI,eeg,"[{""val"": 64, ""count"": 17}]","[{""val"": 128.0, ""count"": 17}]",CC0,doi:10.18112/openneuro.ds004661.v1.1.0
ds004696,0,0,0,,Unknown,Unknown,0,Unknown,15212997823.0,openneuro,HAPwave_bids,['ieeg'],"[{""val"": null, ""count"": 2194}, {""val"": 226, ""count"": 1}, {""val"": 201, ""count"": 1}, {""val"": 192, ""count"": 1}, {""val"": 194, ""count"": 1}, {""val"": 178, ""count"": 1}, {""val"": 207, ""count"": 1}, {""val"": 244, ""count"": 1}, {""val"": 256, ""count"": 1}]","[{""val"": null, ""count"": 2194}, {""val"": 2048.0, ""count"": 8}]",CC0,doi:10.18112/openneuro.ds004696.v1.0.1
ds004703,0,0,0,,Unknown,Unknown,0,Unknown,13278807157.0,openneuro,sEEG Passive listening to natural speech,ieeg,"[{""val"": 148, ""count"": 4}, {""val"": 279, ""count"": 2}, {""val"": 276, ""count"": 2}, {""val"": 277, ""count"": 2}, {""val"": 280, ""count"": 1}]","[{""val"": 1024.0, ""count"": 7}, {""val"": 512.0, ""count"": 4}]",CC0,doi:10.18112/openneuro.ds004703.v1.1.0
ds004706,0,0,0,,Unknown,Unknown,0,Unknown,1426144562699.0,openneuro,Spatial memory and non-invasive closed-loop stimulus timing,['eeg'],"[{""val"": 137, ""count"": 298}]","[{""val"": 2048.0, ""count"": 298}]",CC0,doi:10.18112/openneuro.ds004706.v1.0.0
ds004718,0,0,0,,Unknown,Unknown,0,Unknown,117018588054.0,openneuro,Le Petit Prince Hong Kong: Naturalistic fMRI and EEG dataset from older Cantonese speakers,['eeg'],"[{""val"": 64, ""count"": 51}]","[{""val"": 1000.0, ""count"": 51}]",CC0,doi:10.18112/openneuro.ds004718.v1.1.2
ds004738,0,0,0,,Unknown,Unknown,0,Unknown,6587104869.0,openneuro,sfb_meg_phantom (B04/C01),meg,"[{""val"": 323, ""count"": 13}, {""val"": 160, ""count"": 12}]","[{""val"": 5000.0, ""count"": 25}]",CC0,doi:10.18112/openneuro.ds004738.v1.0.1
ds004745,0,0,0,,Unknown,Unknown,0,Unknown,253839277.0,openneuro,8-Channel SSVEP EEG Dataset with Artifact Trials,eeg,"[{""val"": 8, ""count"": 6}]","[{""val"": 1000.0, ""count"": 6}]",CC0,doi:10.18112/openneuro.ds004745.v1.0.1
ds004752,0,0,0,,Unknown,Unknown,0,Unknown,10984448479.0,openneuro,"Dataset of intracranial EEG, scalp EEG and beamforming sources from epilepsy patients performing a verbal working memory task",eeg,"[{""val"": 64, ""count"": 34}, {""val"": 8, ""count"": 16}, {""val"": 20, ""count"": 15}, {""val"": 21, ""count"": 14}, {""val"": 19, ""count"": 10}, {""val"": 10, ""count"": 7}, {""val"": 46, ""count"": 6}, {""val"": 68, ""count"": 6}, {""val"": 36, ""count"": 6}, {""val"": 23, ""count"": 6}, {""val"": 62, ""count"": 4}, {""val"": 48, ""count"": 4}, {""val"": 40, ""count"": 3}, {""val"": 32, ""count"": 3}, {""val"": 80, ""count"": 2}]","[{""val"": 2000.0, ""count"": 40}, {""val"": 4000.0, ""count"": 40}, {""val"": 200.0, ""count"": 36}, {""val"": 4096.0, ""count"": 20}]",CC0,doi:10.18112/openneuro.ds004752.v1.0.1
ds004770,0,0,0,,Unknown,Unknown,0,Unknown,9325612810.0,openneuro,iEEG on children during gameplay,ieeg,"[{""val"": 128, ""count"": 14}, {""val"": 105, ""count"": 2}, {""val"": 112, ""count"": 2}, {""val"": 113, ""count"": 2}, {""val"": 110, ""count"": 2}]","[{""val"": 1000.0, ""count"": 22}]",CC0,doi:10.18112/openneuro.ds004770.v1.0.0
ds004771,0,0,0,,Unknown,Unknown,0,Unknown,1462175616.0,openneuro,EEG/ERP data from a Python Reading Task,eeg,"[{""val"": 34, ""count"": 61}]","[{""val"": 256.0, ""count"": 61}]",CC0,doi:10.18112/openneuro.ds004771.v1.0.0
ds004774,0,0,0,,Unknown,Unknown,0,Unknown,26608945134.0,openneuro,Automatic Evoked Response Detection (ER-Detect) dataset,['ieeg'],"[{""val"": 133, ""count"": 6}, {""val"": 68, ""count"": 2}, {""val"": 39, ""count"": 2}, {""val"": 130, ""count"": 1}, {""val"": 89, ""count"": 1}, {""val"": 97, ""count"": 1}, {""val"": 65, ""count"": 1}]","[{""val"": 2048.0, ""count"": 14}]",CC0,doi:10.18112/openneuro.ds004774.v1.0.0
ds004784,0,0,0,,Unknown,Unknown,0,Unknown,1084178641.0,openneuro,"Phantom EEG Dataset with Motion, Muscle, and Eye Artifacts and Example Scripts",eeg,"[{""val"": 264, ""count"": 6}]","[{""val"": 512.0, ""count"": 6}]",CC0,doi:10.18112/openneuro.ds004784.v1.0.4
ds004785,0,0,0,,Unknown,Unknown,0,Unknown,368223688.0,openneuro,EEG data for paper titled - Precise cortical contributions to feedback sensorimotor control during reactive balance,eeg,"[{""val"": 32, ""count"": 17}]","[{""val"": 500.0, ""count"": 17}]",CC0,doi:10.18112/openneuro.ds004785.v1.0.1
ds004789,0,0,0,,Unknown,Unknown,0,Unknown,618808962711.0,openneuro,Delayed Free Recall of Word Lists,ieeg,"[{""val"": 126, ""count"": 87}, {""val"": 108, ""count"": 32}, {""val"": 112, ""count"": 32}, {""val"": 110, ""count"": 31}, {""val"": 88, ""count"": 29}, {""val"": 120, ""count"": 28}, {""val"": 128, ""count"": 28}, {""val"": 127, ""count"": 24}, {""val"": 116, ""count"": 22}, {""val"": 124, ""count"": 21}, {""val"": 196, ""count"": 20}, {""val"": 109, ""count"": 19}, {""val"": 111, ""count"": 18}, {""val"": 106, ""count"": 17}, {""val"": 100, ""count"": 17}, {""val"": 113, ""count"": 16}, {""val"": 125, ""count"": 15}, {""val"": 86, ""count"": 14}, {""val"": 64, ""count"": 13}, {""val"": 107, ""count"": 13}, {""val"": 60, ""count"": 13}, {""val"": 118, ""count"": 12}, {""val"": 158, ""count"": 12}, {""val"": 68, ""count"": 11}, {""val"": 104, ""count"": 11}, {""val"": 178, ""count"": 10}, {""val"": 180, ""count"": 10}, {""val"": 76, ""count"": 10}, {""val"": 122, ""count"": 10}, {""val"": 121, ""count"": 10}, {""val"": 102, ""count"": 9}, {""val"": 80, ""count"": 9}, {""val"": 142, ""count"": 9}, {""val"": 56, ""count"": 9}, {""val"": 140, ""count"": 8}, {""val"": 97, ""count"": 8}, {""val"": 153, ""count"": 8}, {""val"": 75, ""count"": 8}, {""val"": 114, ""count"": 7}, {""val"": 188, ""count"": 7}, {""val"": 146, ""count"": 7}, {""val"": 172, ""count"": 7}, {""val"": 85, ""count"": 7}, {""val"": 62, ""count"": 7}, {""val"": 90, ""count"": 7}, {""val"": 148, ""count"": 7}, {""val"": 130, ""count"": 7}, {""val"": 83, ""count"": 7}, {""val"": 139, ""count"": 6}, {""val"": 168, ""count"": 6}, {""val"": 162, ""count"": 6}, {""val"": 92, ""count"": 6}, {""val"": 72, ""count"": 6}, {""val"": 173, ""count"": 6}, {""val"": 134, ""count"": 6}, {""val"": 78, ""count"": 6}, {""val"": 70, ""count"": 6}, {""val"": 96, ""count"": 5}, {""val"": 74, ""count"": 5}, {""val"": 165, ""count"": 5}, {""val"": 206, ""count"": 5}, {""val"": 93, ""count"": 5}, {""val"": 160, ""count"": 5}, {""val"": 141, ""count"": 5}, {""val"": 84, ""count"": 4}, {""val"": 161, ""count"": 4}, {""val"": 119, ""count"": 4}, {""val"": 203, ""count"": 4}, {""val"": 123, ""count"": 4}, {""val"": 200, ""count"": 4}, {""val"": 46, ""count"": 4}, {""val"": 54, ""count"": 4}, {""val"": 136, ""count"": 4}, {""val"": 177, ""count"": 4}, {""val"": 224, ""count"": 4}, {""val"": 186, ""count"": 3}, {""val"": 208, ""count"": 3}, {""val"": 50, ""count"": 3}, {""val"": 176, ""count"": 3}, {""val"": 99, ""count"": 3}, {""val"": 154, ""count"": 3}, {""val"": 103, ""count"": 3}, {""val"": 59, ""count"": 3}, {""val"": 94, ""count"": 3}, {""val"": 37, ""count"": 3}, {""val"": 212, ""count"": 3}, {""val"": 138, ""count"": 3}, {""val"": 69, ""count"": 3}, {""val"": 133, ""count"": 3}, {""val"": 166, ""count"": 3}, {""val"": 152, ""count"": 3}, {""val"": 170, ""count"": 2}, {""val"": 95, ""count"": 2}, {""val"": 58, ""count"": 2}, {""val"": 151, ""count"": 2}, {""val"": 213, ""count"": 2}, {""val"": 36, ""count"": 2}, {""val"": 156, ""count"": 2}, {""val"": 218, ""count"": 2}, {""val"": 55, ""count"": 2}, {""val"": 184, ""count"": 2}, {""val"": 67, ""count"": 2}, {""val"": 52, ""count"": 2}, {""val"": 26, ""count"": 2}, {""val"": 149, ""count"": 2}, {""val"": 43, ""count"": 2}, {""val"": 179, ""count"": 2}, {""val"": 87, ""count"": 2}, {""val"": 182, ""count"": 2}, {""val"": 105, ""count"": 2}, {""val"": 16, ""count"": 1}, {""val"": 129, ""count"": 1}, {""val"": 98, ""count"": 1}, {""val"": 53, ""count"": 1}, {""val"": 101, ""count"": 1}, {""val"": 190, ""count"": 1}, {""val"": 77, ""count"": 1}, {""val"": 216, ""count"": 1}, {""val"": 14, ""count"": 1}, {""val"": 209, ""count"": 1}, {""val"": 202, ""count"": 1}, {""val"": 73, ""count"": 1}, {""val"": 229, ""count"": 1}, {""val"": 175, ""count"": 1}, {""val"": 48, ""count"": 1}, {""val"": 195, ""count"": 1}, {""val"": 38, ""count"": 1}, {""val"": 63, ""count"": 1}, {""val"": 131, ""count"": 1}, {""val"": 65, ""count"": 1}, {""val"": 215, ""count"": 1}]","[{""val"": 1000.0, ""count"": 785}, {""val"": 500.0, ""count"": 119}, {""val"": 1600.0, ""count"": 32}, {""val"": 999.0, ""count"": 19}, {""val"": 499.7071, ""count"": 16}, {""val"": 2000.0, ""count"": 6}, {""val"": 1024.0, ""count"": 4}, {""val"": 512.0, ""count"": 2}]",CC0,doi:10.18112/openneuro.ds004789.v3.1.0
ds004796,0,0,0,,Unknown,Unknown,0,Unknown,257896989782.0,openneuro,"A Polish Electroencephalography, Alzheimer’s Risk-genes, Lifestyle and Neuroimaging (PEARL-Neuro) Database",eeg,"[{""val"": 127, ""count"": 235}]","[{""val"": 1000.0, ""count"": 235}]",CC0,doi:10.18112/openneuro.ds004796.v1.1.0
ds004802,0,0,0,,Unknown,Unknown,0,Unknown,31504787023.0,openneuro,Pilot data for Loneliness in the Brain: Distinguishing Between Hypersensitivity and Hyperalertness,['eeg'],"[{""val"": null, ""count"": 41}, {""val"": 69, ""count"": 38}]","[{""val"": null, ""count"": 41}, {""val"": 512.0, ""count"": 27}, {""val"": 2048.0, ""count"": 11}]",CC0,doi:10.18112/openneuro.ds004802.v1.0.0
ds004809,0,0,0,,Unknown,Unknown,0,Unknown,512365835522.0,openneuro,Categorized Free Recall: Delayed Free Recall of Word Lists Organized by Semantic Categories,ieeg,"[{""val"": 126, ""count"": 70}, {""val"": 124, ""count"": 30}, {""val"": 108, ""count"": 26}, {""val"": 125, ""count"": 20}, {""val"": 128, ""count"": 19}, {""val"": 139, ""count"": 19}, {""val"": 88, ""count"": 17}, {""val"": 120, ""count"": 16}, {""val"": 127, ""count"": 16}, {""val"": 148, ""count"": 15}, {""val"": 131, ""count"": 15}, {""val"": 145, ""count"": 15}, {""val"": 116, ""count"": 15}, {""val"": 196, ""count"": 14}, {""val"": 64, ""count"": 14}, {""val"": 112, ""count"": 14}, {""val"": 110, ""count"": 13}, {""val"": 142, ""count"": 13}, {""val"": 179, ""count"": 13}, {""val"": 118, ""count"": 12}, {""val"": 155, ""count"": 12}, {""val"": 114, ""count"": 11}, {""val"": 121, ""count"": 11}, {""val"": 133, ""count"": 11}, {""val"": 251, ""count"": 11}, {""val"": 90, ""count"": 11}, {""val"": 159, ""count"": 11}, {""val"": 178, ""count"": 10}, {""val"": 113, ""count"": 10}, {""val"": 94, ""count"": 10}, {""val"": 92, ""count"": 10}, {""val"": 186, ""count"": 10}, {""val"": 158, ""count"": 9}, {""val"": 115, ""count"": 9}, {""val"": 152, ""count"": 9}, {""val"": 105, ""count"": 9}, {""val"": 198, ""count"": 9}, {""val"": 247, ""count"": 8}, {""val"": 156, ""count"": 8}, {""val"": 183, ""count"": 8}, {""val"": 200, ""count"": 8}, {""val"": 104, ""count"": 8}, {""val"": 122, ""count"": 7}, {""val"": 106, ""count"": 7}, {""val"": 166, ""count"": 7}, {""val"": 68, ""count"": 7}, {""val"": 98, ""count"": 7}, {""val"": 212, ""count"": 7}, {""val"": 241, ""count"": 6}, {""val"": 240, ""count"": 6}, {""val"": 100, ""count"": 6}, {""val"": 109, ""count"": 6}, {""val"": 76, ""count"": 6}, {""val"": 78, ""count"": 6}, {""val"": 150, ""count"": 6}, {""val"": 184, ""count"": 6}, {""val"": 154, ""count"": 5}, {""val"": 56, ""count"": 5}, {""val"": 168, ""count"": 5}, {""val"": 250, ""count"": 5}, {""val"": 208, ""count"": 5}, {""val"": 165, ""count"": 5}, {""val"": 189, ""count"": 4}, {""val"": 224, ""count"": 4}, {""val"": 141, ""count"": 4}, {""val"": 97, ""count"": 4}, {""val"": 72, ""count"": 4}, {""val"": 192, ""count"": 4}, {""val"": 180, ""count"": 4}, {""val"": 164, ""count"": 4}, {""val"": 185, ""count"": 4}, {""val"": 238, ""count"": 4}, {""val"": 173, ""count"": 4}, {""val"": 70, ""count"": 4}, {""val"": 89, ""count"": 4}, {""val"": 134, ""count"": 4}, {""val"": 188, ""count"": 4}, {""val"": 175, ""count"": 4}, {""val"": 219, ""count"": 4}, {""val"": 83, ""count"": 3}, {""val"": 167, ""count"": 3}, {""val"": 160, ""count"": 3}, {""val"": 162, ""count"": 3}, {""val"": 46, ""count"": 3}, {""val"": 95, ""count"": 3}, {""val"": 220, ""count"": 3}, {""val"": 130, ""count"": 3}, {""val"": 140, ""count"": 3}, {""val"": 209, ""count"": 3}, {""val"": 207, ""count"": 3}, {""val"": 60, ""count"": 3}, {""val"": 229, ""count"": 3}, {""val"": 169, ""count"": 2}, {""val"": 119, ""count"": 2}, {""val"": 123, ""count"": 2}, {""val"": 151, ""count"": 2}, {""val"": 177, ""count"": 2}, {""val"": 203, ""count"": 2}, {""val"": 161, ""count"": 2}, {""val"": 84, ""count"": 2}, {""val"": 53, ""count"": 2}, {""val"": 96, ""count"": 2}, {""val"": 93, ""count"": 2}, {""val"": 172, ""count"": 2}, {""val"": 187, ""count"": 2}, {""val"": 176, ""count"": 2}, {""val"": 193, ""count"": 2}, {""val"": 132, ""count"": 2}, {""val"": 67, ""count"": 2}, {""val"": 136, ""count"": 1}, {""val"": 52, ""count"": 1}, {""val"": 16, ""count"": 1}, {""val"": 86, ""count"": 1}, {""val"": 14, ""count"": 1}, {""val"": 80, ""count"": 1}, {""val"": 146, ""count"": 1}, {""val"": 63, ""count"": 1}, {""val"": 85, ""count"": 1}, {""val"": 182, ""count"": 1}, {""val"": 102, ""count"": 1}, {""val"": 239, ""count"": 1}, {""val"": 75, ""count"": 1}, {""val"": 163, ""count"": 1}, {""val"": 37, ""count"": 1}, {""val"": 243, ""count"": 1}, {""val"": 36, ""count"": 1}, {""val"": 99, ""count"": 1}, {""val"": 62, ""count"": 1}, {""val"": 213, ""count"": 1}, {""val"": 111, ""count"": 1}, {""val"": 206, ""count"": 1}, {""val"": 50, ""count"": 1}, {""val"": 218, ""count"": 1}, {""val"": 143, ""count"": 1}, {""val"": 26, ""count"": 1}, {""val"": 202, ""count"": 1}, {""val"": 153, ""count"": 1}, {""val"": 107, ""count"": 1}]","[{""val"": 1000.0, ""count"": 766}, {""val"": 500.0, ""count"": 93}, {""val"": 1600.0, ""count"": 10}, {""val"": 999.0, ""count"": 8}, {""val"": 1023.999, ""count"": 6}, {""val"": 1024.0, ""count"": 4}, {""val"": 499.7071, ""count"": 2}]",CC0,doi:10.18112/openneuro.ds004809.v2.2.0
ds004816,0,0,0,,Unknown,Unknown,0,Unknown,9731821453.0,openneuro,EEG-attention-rsvp-exp1,eeg,"[{""val"": 63, ""count"": 20}]","[{""val"": 1000.0, ""count"": 20}]",CC0,doi:10.18112/openneuro.ds004816.v1.0.1
ds004817,0,0,0,,Unknown,Unknown,0,Unknown,10808487309.0,openneuro,EEG-attention-rsvp-exp2,['eeg'],"[{""val"": 63, ""count"": 20}]","[{""val"": 1000.0, ""count"": 20}]",CC0,doi:10.18112/openneuro.ds004817.v1.0.1
ds004819,0,0,0,,Unknown,Unknown,0,Unknown,722127657.0,openneuro,"Flexible, Scalable, High Channel Count Stereo-Electrode for Recording in the Human Brain",ieeg,"[{""val"": 64, ""count"": 8}]","[{""val"": 30000.0, ""count"": 8}]",CC0,doi:10.18112/openneuro.ds004819.v1.0.0
ds004830,0,0,0,,Unknown,Unknown,0,Unknown,1321472833.0,openneuro,Spatial Attention Decoding using fNIRS During Complex Scene Analysis,['fnirs'],"[{""val"": null, ""count"": 112}, {""val"": 72, ""count"": 27}, {""val"": 84, ""count"": 6}]","[{""val"": null, ""count"": 112}, {""val"": 50.0, ""count"": 32}, {""val"": 50.00000000000001, ""count"": 1}]",CC0,doi:10.18112/openneuro.ds004830.v2.0.0
ds004837,0,0,0,,Unknown,Unknown,0,Unknown,128779564794.0,openneuro,Magnetoencephalographic (MEG) Pitch and Duration Mismatch Negativity (MMN) in First-Episode Psychosis,['meg'],"[{""val"": null, ""count"": 106}]","[{""val"": 3000.0, ""count"": 98}, {""val"": 1000.0, ""count"": 8}]",CC0,doi:10.18112/openneuro.ds004837.v1.0.2
ds004840,0,0,0,,Unknown,Unknown,0,Unknown,628618633.0,openneuro,"Dataset of electrophysiological signals (EEG, ECG, EMG) during Music therapy with adult burn patients in the Intensive Care Unit.",eeg,"[{""val"": 8, ""count"": 51}]","[{""val"": 1024.0, ""count"": 33}, {""val"": 512.0, ""count"": 15}, {""val"": 256.0, ""count"": 3}]",CC0,doi:10.18112/openneuro.ds004840.v1.0.1
ds004841,0,0,0,,Unknown,Unknown,0,Unknown,7846933953.0,openneuro,TX14,['eeg'],"[{""val"": 70, ""count"": 147}]","[{""val"": 256.0, ""count"": 147}]",CC0,doi:10.18112/openneuro.ds004841.v1.0.1
ds004842,0,0,0,,Unknown,Unknown,0,Unknown,5589053822.0,openneuro,TX15,eeg,"[{""val"": 70, ""count"": 94}, {""val"": 72, ""count"": 8}]","[{""val"": 256.0, ""count"": 102}]",CC0,doi:10.18112/openneuro.ds004842.v1.0.0
ds004843,0,0,0,,Unknown,Unknown,0,Unknown,8229205347.0,openneuro,T16,['eeg'],"[{""val"": 70, ""count"": 92}]","[{""val"": 256.0, ""count"": 92}]",CC0,doi:10.18112/openneuro.ds004843.v1.0.0
ds004844,0,0,0,,Unknown,Unknown,0,Unknown,23976121518.0,openneuro,T22,eeg,"[{""val"": 72, ""count"": 68}]","[{""val"": 1024.0, ""count"": 68}]",CC0,doi:10.18112/openneuro.ds004844.v1.0.0
ds004849,0,0,0,,Unknown,Unknown,0,Unknown,83056636.0,openneuro,STRONG,eeg,"[{""val"": 64, ""count"": 1}]","[{""val"": 128.0, ""count"": 1}]",CC0,doi:10.18112/openneuro.ds004849.v1.0.0
ds004850,0,0,0,,Unknown,Unknown,0,Unknown,83056630.0,openneuro,ODE,eeg,"[{""val"": 64, ""count"": 1}]","[{""val"": 128.0, ""count"": 1}]",CC0,doi:10.18112/openneuro.ds004850.v1.0.0
ds004851,0,0,0,,Unknown,Unknown,0,Unknown,60057550495.0,openneuro,HID,eeg,"[{""val"": 72, ""count"": 66}]","[{""val"": 2048.0, ""count"": 66}]",CC0,doi:10.18112/openneuro.ds004851.v2.1.0
ds004852,0,0,0,,Unknown,Unknown,0,Unknown,83056658.0,openneuro,InsurgentCivilian,eeg,"[{""val"": 64, ""count"": 1}]","[{""val"": 128.0, ""count"": 1}]",CC0,doi:10.18112/openneuro.ds004852.v1.0.0
ds004853,0,0,0,,Unknown,Unknown,0,Unknown,83056632.0,openneuro,TX17,eeg,"[{""val"": 64, ""count"": 1}]","[{""val"": 128.0, ""count"": 1}]",CC0,doi:10.18112/openneuro.ds004853.v1.0.0
ds004854,0,0,0,,Unknown,Unknown,0,Unknown,83056632.0,openneuro,TX18,eeg,"[{""val"": 64, ""count"": 1}]","[{""val"": 128.0, ""count"": 1}]",CC0,doi:10.18112/openneuro.ds004854.v1.0.0
ds004855,0,0,0,,Unknown,Unknown,0,Unknown,83056628.0,openneuro,FT,eeg,"[{""val"": 64, ""count"": 1}]","[{""val"": 128.0, ""count"": 1}]",CC0,doi:10.18112/openneuro.ds004855.v1.0.0
ds004859,0,0,0,,Unknown,Unknown,0,Unknown,2435511071.0,openneuro,iEEG on children during Stroop task,ieeg,"[{""val"": 128, ""count"": 8}, {""val"": 108, ""count"": 1}]","[{""val"": 1000.0, ""count"": 9}]",CC0,doi:10.18112/openneuro.ds004859.v1.0.0
ds004860,0,0,0,,Unknown,Unknown,0,Unknown,4065631774.0,openneuro,Investigating the cognitive conflict triggered by moral judgment of accidental harm : an event-related potentials study,eeg,"[{""val"": 32, ""count"": 31}]","[{""val"": 512.0, ""count"": 30}, {""val"": 2048.0, ""count"": 1}]",CC0,doi:10.18112/openneuro.ds004860.v1.0.0
ds004865,0,0,0,,Unknown,Unknown,0,Unknown,104999471870.0,openneuro,"pyFR: Delayed Free Recall of Word Lists, Preliminary Cognitive Electrophysiology Study",ieeg,"[{""val"": 100, ""count"": 7}, {""val"": 80, ""count"": 5}, {""val"": 74, ""count"": 5}, {""val"": 131, ""count"": 5}, {""val"": 62, ""count"": 4}, {""val"": 46, ""count"": 4}, {""val"": 108, ""count"": 4}, {""val"": 86, ""count"": 4}, {""val"": 85, ""count"": 4}, {""val"": 54, ""count"": 4}, {""val"": 110, ""count"": 4}, {""val"": 53, ""count"": 4}, {""val"": 47, ""count"": 3}, {""val"": 150, ""count"": 3}, {""val"": 32, ""count"": 3}, {""val"": 116, ""count"": 3}, {""val"": 55, ""count"": 3}, {""val"": 42, ""count"": 3}, {""val"": 121, ""count"": 3}, {""val"": 72, ""count"": 3}, {""val"": 82, ""count"": 3}, {""val"": 91, ""count"": 3}, {""val"": 84, ""count"": 3}, {""val"": 109, ""count"": 3}, {""val"": 27, ""count"": 3}, {""val"": 75, ""count"": 3}, {""val"": 78, ""count"": 3}, {""val"": 96, ""count"": 3}, {""val"": 70, ""count"": 3}, {""val"": 104, ""count"": 3}, {""val"": 48, ""count"": 3}, {""val"": 123, ""count"": 3}, {""val"": 88, ""count"": 3}, {""val"": 105, ""count"": 3}, {""val"": 168, ""count"": 3}, {""val"": 57, ""count"": 2}, {""val"": 126, ""count"": 2}, {""val"": 68, ""count"": 2}, {""val"": 130, ""count"": 2}, {""val"": 63, ""count"": 2}, {""val"": 102, ""count"": 2}, {""val"": 124, ""count"": 2}, {""val"": 52, ""count"": 2}, {""val"": 36, ""count"": 2}, {""val"": 76, ""count"": 2}, {""val"": 111, ""count"": 2}, {""val"": 58, ""count"": 2}, {""val"": 149, ""count"": 2}, {""val"": 142, ""count"": 2}, {""val"": 87, ""count"": 2}, {""val"": 119, ""count"": 2}, {""val"": 153, ""count"": 2}, {""val"": 144, ""count"": 2}, {""val"": 90, ""count"": 1}, {""val"": 81, ""count"": 1}, {""val"": 56, ""count"": 1}, {""val"": 95, ""count"": 1}, {""val"": 187, ""count"": 1}, {""val"": 94, ""count"": 1}, {""val"": 98, ""count"": 1}, {""val"": 101, ""count"": 1}, {""val"": 160, ""count"": 1}, {""val"": 203, ""count"": 1}, {""val"": 120, ""count"": 1}, {""val"": 64, ""count"": 1}, {""val"": 97, ""count"": 1}]","[{""val"": 1000.0, ""count"": 102}, {""val"": 512.0, ""count"": 40}, {""val"": 2000.0, ""count"": 16}, {""val"": 400.0, ""count"": 8}, {""val"": 499.7071, ""count"": 6}]",CC0,doi:10.18112/openneuro.ds004865.v2.0.1
